id	name	avg_rating	n_reviews	n_sold	price	n_loved	n_rate_5	rate_4	rate_3	rate_2	rate_1	rate_with_cmt	rate_with_imgvid	shop_name	shop_n_review	shop_n_product	shop_rate_feedback	shop_time_feedback	shop_age	shop_follower
9687	Màn Hình LCD 7 Inch HDMI VGA (đen)	5.0	3	6.0	799000.0	27	0	0	0	0	0	0	0	giatot.shop	3853	567	71	9064	106249447.38863349	1450
9688	Máy tính đồng bộ HP Compaq 8300/6300 Pro Q77 G2030/2GB ram / 250GB HDD Hàng châu âu siêu bền	5.0	3	3.0	1302000.0	10	0	0	0	0	0	0	0	khoa_dc	598	456	94	2368	116798532.44462204	1384
9689	Vỏ case Vietteck GAMING K9	5.0	3	5.0	250000.0	9	2	0	0	0	0	0	1	baonghiacomputer	3783	424	93	1846	115590156.73763323	7421
9690	[SALE 10%] Màn hình máy tính, LCD Dell vuông box 19 inch hàng renew	5.0	3	4.0	1259000.0	13	1	0	0	0	0	0	0	danielviet	14812	3550	75	10691	167742103.9776218	6960
9691	PC Mini Q3 Nhỏ Gọn- Mạnh Mẽ THẾ HỆ 4 N2940, N2930 RAM 4Gb SSD 120Gb - Bảo hành 12 tháng - , pc gaming	4.0	1	5.0	1567500.0	4	0	1	0	0	0	0	0	ducpt90	221	217	96	3002	95241158.08163548	4089
9692	MÁY TÍNH GAMING X5670 / RAM 16GB / GTX 1050	5.0	2	10.0	8925000.0	271	2	0	0	0	0	1	0	khanhbinvipct	75	49	87	11650	106170613.3226223	2515
9693	Màn hình SAMSUNG S19b300 19inch	3.8	5	12.0	850000.0	24	0	0	1	0	1	2	0	tuananh966	4788	175	71	8730	103097569.45862222	1778
9694	Bộ máy tính bàn đầy đủ (full bộ)	5.0	2	3.0	2500000.0	19	2	0	0	0	0	2	2	dongle222	11	28	93	2729	84143142.7486341	16
9695	Màn máy tính 20 inch cũ còn dùng tốt	4.5	2	2.0	800000.0	3	1	1	0	0	0	1	0	thuylinhcomputer	1843	191	88	3882	61985829.81562185	1553
9696	Màn hình MSI Optix G27CQ4 – 27″ CONG 2K 165Hz	4.5	2	3.0	7890000.0	5	1	1	0	0	0	0	0	phuongmummim48	81	275	83	5769	103244650.57763386	60
9697	Màn Hình Máy Tính LG 27 Inch LED đẹp Full HD 1920 x 1080	4.5	2	7.0	1750000.0	23	1	0	0	0	0	0	1	caongocthuytrang	542	431	81	9641	95328579.1846335	299
9698	NÚT NGUỒN POWER LED DÀI 80CM	4.806569	274	4300.0	9800.0	5343	135	5	2	1	2	53	40	3hcomputer	30801	721	82	11117	133885412.07163382	49562
9699	Ram laptop 4gb DDR3L (PC3L) hoặc DDR3 (PC3) bus 1600, 1333 và 1066 dùng cho laptop, và các loại khác, bảo hành 3 năm	4.945098	510	1300.0	90000.0	240	488	19	1	1	1	255	132	hnphihung85	5063	256	92	6561	82812177.7026341	3662
9700	Decal dán laptop họa tiết nghệ thuật nhiều màu sắc cho HP/ Acer/ Dell /ASUS/ Sony/Xiaomi/Macbook Air	4.83715	787	2900.0	35100.0	1173	608	39	18	2	8	358	304	bangbang.vn	5576	5287	74	10275	54906188.74663353	5723
9701	CPU Intel Core i3 10100F 3.6GHz up to 4.3GHz, 4 nhân 8 luồng socket 1200 Chính hãng Viễn Sơn phân phối (không có GPU)	4.983471	386	1400.0	1990000.0	145	380	6	0	0	0	88	60	huynhlamcomputer	27295	1292	88	9848	75069083.89273572	9683
9702	Ram DDR3, 2 pc, laptop 2G, 4G bus 1600 1333 800	4.796804	1314	4200.0	85000.0	639	828	71	18	9	21	426	177	trinhhuutrungdtoo	2444	26	54	14392	119618440.42475009	475
9703	Mô Đun Sạc Pin Lithium Cổng Type-c/Micro/Mini USB 5V 1A 18650 TP4056 Với Chức Năng Bảo Vệ Kép 1A Li-ion	4.938719	359	8800.0	4200.0	156	346	8	3	0	2	121	97	meltsee.vn	7692	761	76	17351	50068485.42684364	1718
9704	[GIÁ SIÊU RẺ] 1 viên Pin cmos	4.896907	291	15600.0	1390.0	2530	193	7	0	0	4	68	45	vuaphukien2207	9272	442	83	7531	92737609.6352539	17680
9705	Ram DDR2 2gb bus 800 cho Pc bảo hành 3 tháng	4.791781	730	3300.0	59000.0	253	270	24	5	0	9	154	52	vattephd	11599	1016	82	11833	135699231.76525688	6036
9706	1 Màn hình LCD đọc mã xanh trắng LCD1602 5V cho Arduino	4.979167	68	2100.0	12000.0	22	67	1	0	0	0	33	9	relandor.vn	4431	4517	19	None	75469661.19725394	1193
9707	Bàn Chải Vệ Sinh Đa Năng	4.888092	698	1500.0	26542.0	278	649	29	13	2	5	499	485	youkunthird.vn	28303	2251	45	12503	39964425.31126523	18879
9708	Ram Laptop DDR4 8GB 16GB Bus 2133/2400/2666 ( Samsung với Hynix / MT/ Kingston Hàng zin theo máy 100% bảo hành 36 tháng)	4.977867	497	1200.0	335000.0	283	420	7	0	0	0	219	109	duykhanh08042004	3886	70	89	1703	100794300.96326518	1836
9709	Quạt Tản Nhiệt, Fan Led RGB Coolmoon Y1 - Đồng Bộ Hub Coolmoon	4.887273	275	2300.0	59000.0	144	248	13	7	0	1	89	62	ducancomputer	1654	153	98	5215	9277660.271265984	2013
9710	Giá đỡ laptop stand nhôm hỗ trợ tản nhiệt có thể gấp gọn chỉnh độ cao để laptop, ipad, macbook, surface	4.910275	691	2200.0	125000.0	2512	646	35	5	3	2	277	189	vu.store.service	11522	215	90	8967	56926388.543252945	10820
9711	Dây LED Đồng Bộ Main MSI, ASUS, GIGA, ASROCK, COOLMOON - Hiệu Ứng RAINBOW - RGB Và ARGB	4.723404	47	3200.0	1204.0	143	35	4	0	3	0	15	10	bunmaphihi	799	88	86	11134	118475084.4902544	1110
9712	Mô Đun Sạc Pin Lithium 3.7v 9v 5v 2a 4.3-27v	4.980583	103	1200.0	11600.0	68	101	2	0	0	0	29	20	meltsee.vn	7692	761	76	17351	50068496.32926822	1718
9713	Pin CMOS chạy main (Vỉ 5 viên)	4.949721	179	417.0	21000.0	1335	174	3	1	0	1	122	121	linhkiengiasi	1753	533	82	6149	16961838.782253742	6236
9714	[Loại 1] Dây nguồn máy tính 1M/ 1.5M/ 1.7M Lõi Đồng Xịn	4.75	104	1400.0	8000.0	3506	77	2	4	0	2	22	15	anhhana94	13290	516	90	7348	100675649.81226516	29571
9715	Sạc Laptop Dell 19.5V 4.62A (90w) Chân Kim To Chính Hãng E6420 E6520 3442 3443 3543 (Adapter Dell 19.5V - 4.62A 90w)	4.936869	792	2200.0	120000.0	6088	475	19	0	0	0	205	121	linhkienlaptoptnc	10374	285	89	1637	78344986.36726522	9882
9716	Cáp chuyển đổi HDMI sang VGA, Cáp HDMI to VGA ,dây HDMI to VGA , dây máy chiếu,	4.6368	625	2800.0	32000.0	184	507	46	11	7	34	245	134	xiaomi_vietnam	17526	418	52	15721	93080189.29326534	3392
9717	Cable mạng Lan UTP Cat 5E - 10m	4.917729	864	1900.0	25000.0	268	820	29	7	4	4	555	515	tinhoclehuycomputer	2110	1632	77	6955	68150666.53327107	739
9718	[Loại 1] Keo Tản Nhiệt Lọ làm mát CPU loại tốt	4.91	200	1900.0	3520.0	1182	176	10	2	0	0	51	37	anhhana94	13290	516	90	7348	100675654.44826603	29571
9719	Nguồn máy tính Xigmatek X-POWER II 650-Bảo hành 36 T	4.930262	803	1600.0	720000.0	798	551	26	4	2	1	284	195	azoday	6313	428	91	2153	125606595.9982667	10421
9720	Quạt Tản Nhiệt, Fan Led RGB Coolmoon V2 - Đồng Bộ Hub Coolmoon	4.95302	149	1200.0	59000.0	52	144	3	2	0	0	55	42	ducancomputer	1654	153	98	5215	9277672.757271528	2013
9721	Pin laptop cũ lấy cell pin	4.757447	235	2900.0	29000.0	1077	127	14	2	1	2	92	58	vualaptophadong	1578	260	86	2908	84260084.1612668	23431
9722	Set 5 viên pin CMOS Lithium Battery	4.989691	291	688.0	12000.0	237	289	1	1	0	0	202	199	hydro2oxy	5492	327	99	1000	119251600.67225361	3187
9723	Quạt tản nhiệt CPU CoolerMaster T400i-Hiệu năng cao	4.939323	857	1900.0	275000.0	725	438	23	4	1	0	223	123	azoday	6313	428	91	2153	125606600.57425356	10421
9724	Ram DDR3L 4GB 2Gb laptop ram DDR3 4Gb 2Gb bus 1066 1333 1600 pc3 pc3l 12800s 10600s 8500s	4.936335	644	1600.0	90000.0	315	394	14	5	0	1	182	87	lethicamtien107	4584	92	100	4816	100705154.74926567	2335
9725	Bàn Chải Vệ Sinh Cửa Sổ 2 Trong 1 Tiện Lợi	4.936709	237	503.0	26000.0	208	228	7	0	0	2	178	175	cloudyyy.vn	15517	1577	64	18421	77632949.89426756	13747
9726	Cáp mạng Cat6 aluminum dạng dẹt/tròn UGREEN NW102	4.95671	462	1700.0	50000.0	201	357	9	2	0	1	116	97	ugreen_flagship_store	10027	625	93	5227	56464938.98425293	13034
9727	[giá rẻ] Pin laptop cũ hỏng các loại cho ae lấy cell [giá rẻ]	4.614679	109	1100.0	22770.0	2564	86	12	5	4	2	81	47	shoptot85	693	139	66	18398	80118317.83925366	3400
9728	Dây nguồn bọc lưới nối dài 24Pin- 8Pin-6Pin 4Pin lõi 18AWG (mix màu theo yêu cầu)	4.925581	215	994.0	40000.0	133	206	6	0	2	1	86	70	cnt2931995	3204	109	97	2196	79890053.85726619	4069
9729	[Xả Kho - Thanh Lý] Fan CoolMoon Dualring RGB 16 Triệu Màu Kèm 366 Hiệu Ứng	4.9217	447	1600.0	65000.0	813	243	8	0	2	2	119	87	cnt2931995	3204	109	97	2196	79890054.87626553	4069
9730	Caddy Bay HDD SSD SATA 3 9.5mm/12.7mm - Khay ổ cứng thay thế ổ DVD	4.822976	1062	3600.0	39000.0	267	361	31	10	3	2	137	82	moromart	9466	247	82	6889	65387629.40926552	5806
9731	Ram 8GB Teamgroup Elite DDR4 2666MHZ Tản Đỏ Networkhub Phân phối	4.949438	178	1100.0	695000.0	99	163	2	0	1	1	69	41	huynhlamcomputer	27295	1292	88	9848	75069121.27525353	9683
9732	Tản Nhiệt Nhôm ( Trắng) Có Sẵn Keo	4.957143	210	1500.0	1500.0	45	136	2	1	1	0	28	16	hd.nnhd	11246	175	83	2991	109176679.66826487	3041
9733	Ram máy tính để bàn hyper ddr3-8gb buss 1600mhz!	4.853242	586	1700.0	549000.0	706	122	5	1	1	4	71	27	vancpn	926	15	87	2736	70579051.46426606	3013
9734	Dây cáp USB chuyển đổi từ DC 5V sang DC 9V / 12V	4.82622	328	3700.0	8200.0	241	183	10	4	2	1	95	59	bopultd.vn	11677	2096	19	8227	74629577.75425339	2049
9735	Mạch nguồn hạ áp DC-DC 3A LM2596 ADJ - 1C1	4.871875	320	2400.0	15000.0	138	114	4	4	0	2	35	21	dientuat	19661	433	80	8141	113326329.13126469	10587
9736	Dây Kết Nối 2P	4.923469	196	1800.0	2999.0	1436	146	3	0	0	1	24	18	chotroivietnam	34118	2764	93	8256	86646985.13426614	34489
9737	BỘ VỆ SINH LAPTOP 4 MÓN	4.815399	1078	4800.0	12000.0	189	536	41	5	2	7	196	158	sieunhan2607	75324	2202	88	10049	135586383.3062656	35716
9738	Bảng Mạch Sạc Pin Lithium Tmr1 5V 1A 18650 Lithium	4.900585	171	1700.0	6000.0	168	68	1	4	0	0	31	24	timemaster1.vn	9683	3436	83	16412	75830077.58625364	2058
9739	Thiết bị nhận tín hiệu bluetooth 5.0 tích hợp cáp giắc cắm 3.5mm	4.845481	343	2200.0	30000.0	137	237	10	5	0	5	85	47	ristina.vn	45247	613	81	14475	69946500.77127361	21139
9740	FREESHIP 99K TOÀN QUỐC_Quạt tản nhiệt 12V 8x8x2.5cm	4.870293	239	2000.0	15000.0	130	162	7	2	0	4	72	41	phungchikiet	4687	370	87	16058	93964580.6142652	1434
9741	Bộ Xử Lý CPU I5 4570 (6M Bộ Nhớ Đệm, Tối Đa 3,60 GHz)- Tặng Keo Tản Nhiệt	4.90027	372	1000.0	1230000.0	822	301	14	2	1	2	145	71	maytinhauco.vn	4506	187	66	10901	57516660.415252924	12350
9742	DÂY CÁP MẠNG LAN BẤM SẴN 2 ĐẦU NHIỀU KÍCH THƯỚC	4.771014	690	2500.0	10000.0	1276	457	33	13	7	10	169	87	grandstore	73448	872	91	8619	140242621.64521313	21723
9743	Đế tản nhiệt laptop xinh xắn, có thể xếp gọn	4.903937	635	1400.0	15000.0	246	316	5	2	2	2	97	90	duashop	502786	711	92	10897	137279519.6052127	92453
9744	RAM Kingston 8Gb DDR3 Bus 1600Mhz Mới 100% bảo hành 3 năm	4.870044	454	1200.0	585000.0	2947	36	1	0	1	0	17	4	tuanavt	5218	208	46	9207	91810254.24921322	9065
9745	Bộ vi xử lý cpu intel e8400	4.777042	453	1900.0	50000.0	196	313	20	9	4	8	171	72	trinhhuutrungdtoo	2444	26	54	14392	119618494.14221263	475
9746	CPU Core i3-3240 Processor 3M Cache, 3.40 GHz	4.865385	468	1100.0	270000.0	749	403	19	7	2	5	214	98	maytinhauco.vn	4506	187	66	10901	57516666.2912128	12350
9747	cáp chia nguồn sata 1 ra 2 đầu vuông góc 90 độ	4.895652	115	1200.0	18000.0	47	78	2	1	0	2	25	12	suntekshop	4088	285	92	1381	74885072.60521913	562
9748	Main giá rẻ 945 G31 G41 H55 H61 H71 H81 B75 B85 H110 chính hãng giá rẻ nhất hàng đẹp bảo quản phòng điều hòa.	4.754717	477	975.0	244800.0	708	182	12	4	3	6	88	42	theskybender	2162	167	94	1713	169709269.14421272	1943
9749	Dây nguồn pc máy tính 2 chấu	4.891304	92	1800.0	12000.0	45	39	0	0	1	0	13	7	thanhvienthanhvien	6000	1183	60	7781	110572416.70520115	1726
9750	Pin Cmos cho laptop máy tính để bàn PC – Pin CR2032 CR2025 chinh hãng TMMQ	5.0	102	1300.0	1999.0	7937	75	0	0	0	0	30	27	b52shop	84601	1032	98	10367	82709080.28921223	120046
9751	Ram Laptop 4Gb PC3 (DDR3) bus 1600 tháo máy chính hãng, bảo hành 3 năm	4.967442	430	1100.0	269000.0	201	222	2	0	1	0	123	67	hnphihung85	5063	256	92	6561	82812244.25320148	3662
9752	[HÀNG CHUẨN GIÁ SIÊU HÓT] Dây nguồn 1.5m dùng cho máy tính	4.848214	112	3100.0	7500.0	32	49	4	0	0	1	18	16	vuaphukien2207	9272	442	83	7531	92737670.50421333	17680
9753	Mạch khuếch đại âm thanh Bluetooth 50Wx2	4.888325	788	2100.0	155000.0	684	416	15	3	2	3	211	122	hotwind.vn	40564	4270	74	13092	85084013.68521953	32158
9754	Ram Laptop DDR3L (PC3L) 8GB, 16GB bus 1600 ( Hynix / MT, Samsung ) tháo máy zin đẹp như mới - Bảo Hành 3 Năm	4.957346	422	1000.0	275000.0	224	248	8	0	1	0	130	69	duykhanh08042004	3886	70	89	1703	100794358.70021248	1836
9755	[HÀNG LOẠI 1] Dây loa 1-2 dài 1.5m một dây	4.792857	140	2700.0	5900.0	5901	65	1	2	0	2	15	13	vuaphukien2207	9272	442	83	7531	92737673.88521242	17680
9756	Quạt Tản Nhiệt Brushless 12V 3000RPM	4.850163	307	2400.0	19000.0	3824	202	10	3	3	3	109	47	letuanminh88	2956	920	87	6690	57059171.20021367	11178
9757	Ram PC Kingmax DDR3 - 4GB 8GB Bus 1333/ 1600 (Bảo hành 36 tháng) Không kén main	4.959893	374	967.0	279000.0	200	286	10	2	0	0	135	61	duykhanh08042004	3886	70	89	1703	100794362.69221282	1836
9758	Ram Laptop 4Gb PC3L (DDR3L) bus 1600 tháo máy chính hãng, bảo hành 3 năm	4.927984	486	1100.0	279000.0	183	204	5	1	1	0	110	69	hnphihung85	5063	256	92	6561	82812252.62121916	3662
9759	Cuộn dây quấn Vention cố định dây cáp chống rối tiện lợi	4.956989	465	1000.0	33000.0	228	185	3	2	0	1	111	102	vention.vn	6079	266	85	9159	69106895.52821946	7271
9760	Dây USB nối dài 1.5M đen	4.902439	206	2500.0	6500.0	12378	120	5	1	0	2	45	35	vuaphukien2207	9272	442	83	7531	92737679.62420082	17680
9761	Bộ Lưu Điện UPS APC 500VA 300W Không Bình AcQui	4.740838	382	1100.0	159000.0	426	65	6	0	1	3	37	17	asiteru	2279	334	94	8749	99842463.161201	1294
9762	Khay Caddy Bay dày 12.7mm va mong 9.5 CHẤT LIỆU FULL NHÔM	4.884774	487	2100.0	30000.0	75	353	19	1	1	4	145	89	911shoplap	2204	254	85	7098	87562494.32720113	660
9763	Ống cứng Acrylic Bykski full size cho hệ thống tản nhiệt nước custom - Hyno Store	4.909605	177	1200.0	35000.0	85	131	3	0	0	3	26	14	rubik.phamhung	2046	344	97	3973	79248378.09719944	852
9764	Cáp SATA Asus zin theo main - Dây SATA máy tính	4.97931	145	1000.0	10000.0	36	112	1	1	0	0	39	20	tainguyen.stkt	1812	90	94	1623	142226231.66220117	509
9765	Cáp HDMI 2.0 hỗ trợ 3D, 4K, độ dài từ 1-8m UGREEN HD118	4.936232	345	960.0	102000.0	116	299	6	2	1	2	83	60	ugreen_flagship_store	10027	625	93	5227	56464989.651212215	13034
9766	Quạt tản nhiệt Fan 12 Cm 12V	4.633094	278	4300.0	4000.0	162	207	26	7	2	13	168	71	forwin68	5479	665	86	12761	76867199.07372904	11859
9767	Caddy Bay ⚡Free Ship ⚡ SSD SATA 3 9.5mm /12.7mm - Khay ổ cứng thay vị trí ổ DVD	4.898897	544	1800.0	32000.0	302	508	24	7	3	2	185	123	ducanhcomputer2019	9612	408	84	8202	56110571.420964	1820
9768	[GIÁ SIÊU RẺ] ĐẦU NỐI MẠNG 1-1	4.854545	110	2900.0	1200.0	3135	84	1	1	0	1	18	12	vuaphukien2207	9272	442	83	7531	92737690.59196353	17680
9769	Dây cáp SATA 3 22 pin chuyển đổi USB 3.0 sang SSD HDD SATA 2.5 inch	4.666667	378	1300.0	66000.0	209	226	16	6	3	12	106	64	ristina.vn	45247	613	81	14475	69946538.62295151	21139
9770	Ram 4G DDR3/1600 Gskil tản lá hoặc tản thép đỏ đẹp	4.926984	315	957.0	255000.0	214	302	9	1	0	3	132	60	tinhocduylinh_phuyen	4260	261	96	4435	32705849.070969343	1603
9771	Cáp Mạng Ethernet Cat7 Vention Dẹt Truyền Dữ Liệu Tốc Độ Cao Lên Đến 10 Gbps Dành Cho Pc / Laptop / Tv Box	4.907246	345	1000.0	64300.0	233	192	8	0	0	3	76	48	vention.vn	6079	266	85	9159	69106911.26295161	7271
9772	Jack chia Fan Molex ra 4 fan máy tính (quạt chuẩn 4pin)	4.920732	164	1200.0	20000.0	77	15	0	0	0	0	4	2	tuongthu304	1905	84	79	8121	112471117.85396266	9006
9773	Cáp chia nguồn sata 1 ra 2	4.938889	180	1100.0	25000.0	62	104	6	1	0	0	31	22	suntekshop	4088	285	92	1381	74885104.83096361	562
9774	Keo tản nhiệt Arctic MX-4 - 2g, 4g, 8g các loại	4.905263	380	1100.0	88000.0	138	97	5	0	0	1	50	24	trinhkimkhue	5926	321	95	1024	98131787.80495286	2825
9775	Dây mạng ngoài trời 50m ,40m ,30m ,20m ( bấm sẵn 2 đầu )	4.953488	43	1600.0	40000.0	32	41	2	0	0	0	16	10	tiendathanoi	9724	322	52	9594	104006566.87895226	1403
9776	DÂY MẠNG 5m, 10m, 15m, 20m ,25m dây mạng đã bấm 2 đầu	4.923077	286	910.0	15000.0	36	274	6	3	2	1	71	42	lytrinhtb	6241	107	90	2538	100898392.30895162	1217
9777	Dây vga 1.5m CHỐNG NHIỄU dây đen	4.639847	261	2000.0	12000.0	5306	144	9	4	2	9	52	29	3hcomputer	30801	721	82	11117	133885511.55095124	49563
9778	Cáp HDMI To VGA - Hàng chính hãng VEGGIEG - Hỗ trợ Full HD 1080P	4.844291	289	1000.0	39000.0	1164	232	14	3	3	3	107	58	maytinhbachgia.vn	2494	188	90	926	74603585.99395132	3135
9779	Fan Case 12cm Coolmoon 10-33 Led - Màu Tùy Chọn	4.901639	122	1100.0	33000.0	95	114	6	1	0	1	57	37	kingtechnology368	6925	46	62	4121	125063346.31595159	2213
9780	HDMI to VGA Cáp chuyển đổi HDMI sang VGA - HÀNG LOẠI 1	4.586957	276	1700.0	39000.0	173	52	9	2	0	2	26	15	smartbuyhn	27361	229	63	11348	119368896.62896323	16030
9781	[Hàng Chuẩn] Dây nguồn Laptop 1.5m cao cấp	4.723214	112	1100.0	8000.0	2323	76	4	1	0	5	24	17	anhhana94	13290	516	90	7348	100675734.09196925	29571
9782	Cáp chuyển đổi tín hiệu HDMI to VGA	4.737885	454	2200.0	30000.0	13728	111	11	3	5	4	54	32	doan.huonglan	6957	372	51	9439	81806324.20795178	18769
9783	[giá rẻ] Pin laptop cũ hỏng các loại cho ae lấy cell [giá rẻ]	4.641176	170	2300.0	17820.0	1911	134	8	14	4	3	108	57	shopdientugiare	917	176	62	15658	100381302.58095217	3775
9784	Miếng dán tản nhiệt Arctic Thermal Pad cắt nhỏ	4.724409	127	1400.0	6900.0	65	96	3	2	1	5	32	21	hydro2oxy	5492	327	99	1000	119251678.94596362	3187
9785	Bo Mạch Khuếch Đại Âm Thanh Bluetooth 4.1 Mini 3.7V 5V Chất Lượng Cao	4.772152	79	885.0	23822.0	68	71	4	1	0	3	40	24	yoguyang.vn	1479	2366	8	0	18716364.14096093	329
9786	Dây cáp máy in cổng USB 1.5M	4.924303	251	925.0	10000.0	5249	215	4	2	2	0	110	98	3hcomputer	30801	721	82	11117	133885523.15196323	49563
9787	Sạc Laptop Acer 19V–3.42A – 65W (Adapter Acer 19V – 3.42A – 65W) Kèm dây nguồn	4.947917	480	1300.0	80000.0	6046	262	14	0	0	0	113	66	linhkienlaptoptnc	10374	285	89	1637	78345076.59295225	9882
9788	Keo tản nhiệt Arctic MX4 4g/ Cooler Master / PC Cooler A1 Platinum 2g Overclocking	4.816327	343	1000.0	55000.0	162	308	21	5	4	5	119	66	vphcm	8290	640	80	1903	124056550.62295198	11269
9789	RAM DDR3 2G 4G Buss 1333 Bus 1600 CHO PC VÀ LAPTOP	4.80198	203	711.0	47500.0	103	183	10	1	4	5	86	34	forwin68	5479	665	86	12761	76867226.51496291	11859
9790	☄️Dây Cáp Mạng Bấm Sẵn 2 Đầu dài 1.5M -> 10M UTP CAT 5E. Cáp mạng bấm sẵn KINGMASTER	4.95122	123	929.0	6500.0	45	65	1	0	0	0	25	12	shopgiare1234	13557	741	89	4682	98820324.67996311	2551
9791	SAPPHIRE RX 580 8Gb 4Gb Vga Card Màn hình	4.804196	287	493.0	1700000.0	409	190	12	3	4	4	139	82	nettruonggiang	2557	59	88	3631	85075552.61195159	4450
9792	Fan box rin cpu intel dùng cho sk 775,1155,1150,1151...	4.923529	170	995.0	14000.0	53	160	5	1	2	0	49	29	tinhocduylinh_phuyen	4260	261	96	4435	32705874.76495242	1603
9793	[GIÁ HỦY DIỆT] Keo tản nhiệt cpu xi lanh lớn giá tốt cho mua số lượng	4.888889	207	1900.0	8500.0	11889	130	2	0	1	3	47	26	vuaphukien2207	9272	442	83	7531	92737719.6929512	17680
9794	keo tản nhiệt cực tốt cho cpu-xilanh nhỏ	5.0	9	1000.0	3000.0	3	9	0	0	0	0	2	2	vietthaovynhi	169	159	80	10500	34762426.04496336	6099
9795	Dây USB 2.0 nối dài UGREEN dùng cho PC, Laptop, Macbook - UGREEN US103	4.96875	256	857.0	39000.0	78	217	5	1	0	0	70	57	ugreen_flagship_store	10027	625	93	5227	56465025.33796382	13034
9796	[Loại 1] Dây VGA 1.5M- 3M Trắng chống nhiễu cao cấp	4.72093	86	582.0	13200.0	2553	58	2	2	0	4	13	7	anhhana94	13290	516	90	7348	100675751.53695178	29571
9797	✔ Đầu phích bộ ổ chuyển C13 IEC320-C14 UPS PDU sang ổ điện 2 hoặc 3 chấu. Chuyển bộ lưu điện UPS sang Ổ cắm điện	4.892473	93	891.0	34000.0	82	62	6	1	0	0	25	14	hoangthistore	1798	92	75	1459	111839126.98796368	1111
9798	Bộ vệ sinh máy tính 4 món	4.942899	683	1400.0	2000.0	177	662	11	5	2	3	408	381	sieunhan2607	75324	2202	88	10049	135586458.09695196	35716
9799	Thiết bị điều khiển nhiệt độ W3001 W3002 W3230 Ac 110V-220V DC12V 24V chuyên dụng	4.870968	35	2400.0	46634.0	17	34	0	0	0	1	11	10	yoguyang.vn	1479	2366	8	0	18716380.18196249	329
9800	VỎ CASE GAMING GẮN FULLSIZE CÁC LOẠI MAIN NEW BOX	4.906883	247	431.0	329000.0	434	227	18	1	1	0	122	66	kujim2525	1535	72	86	8313	84631949.89497375	1317
9801	[XẢ KHO - CHỈ HÔM NAY] Pin Cmos CR2032 - 3V [Giá lẻ từng viên]	5.0	35	1400.0	3000.0	2527	35	0	0	0	0	13	11	lnphuoc	49	24	67	2007	54662959.820962906	10077
9802	Quạt hút gió tản nhiệt laptop Coolcold ICE TROLL	4.887949	473	1100.0	139000.0	243	283	11	2	1	0	131	98	fivemart	32802	294	74	10735	107286763.0649519	18304
9803	SẠC LAPTOP ASUS VUÔNG HOẶC HÌNHCHỮ NHẬT19V-2.37A/19v-3.42A ZIN CHÂN TO hoặc NHỎ HÀNG NHẬP KHẨU	4.879452	365	1000.0	160000.0	7139	291	16	3	0	2	130	79	pinsaclaptopchinhhang	3006	547	90	6194	93329906.04395199	9191
9804	Pin Máy Vi Tính Maxell Pin CMOS 5k/viên	4.898058	206	1900.0	6000.0	32	97	2	0	0	2	12	9	huynhlamcomputer	27295	1292	88	9848	75069212.0459516	9683
9805	Bo Mạch Giải Mã Âm Thanh MP3 Không Dây Bluetooth 4.2	4.833333	30	665.0	34500.0	25	28	1	0	0	1	12	8	relandor.vn	4431	4517	19	None	75469784.2459631	1193
9806	Quạt Case 12cm Màu đen.	4.590476	105	874.0	18000.0	55	29	3	2	2	2	21	7	vitinhtinkhoa	9555	831	79	7184	133191394.74196959	10464
9807	Ram Laptop DDR3 (PC3) 4Gb 8Gb Bus 1066/1333/1600 hàng tháo máy zin, Bảo Hành 3 Năm	4.949045	314	711.0	275000.0	133	171	7	1	1	0	92	57	duykhanh08042004	3886	70	89	1703	100794424.11305189	1836
9808	Dây Nguồn Mới Máy Tính Rin Dài chất lượng	4.853333	75	810.0	13000.0	34	69	2	3	1	0	24	13	tinhocduylinh_phuyen	4260	261	96	4435	32705895.172086477	1603
9809	Ram 8GB Kingston Hyper Fury DDR4 2666MHZ Tản Đen Viết Sơn Phân phối	4.954545	154	773.0	735000.0	101	149	3	2	0	0	58	41	huynhlamcomputer	27295	1292	88	9848	75069218.19211817	9683
9810	RAM DDRam 2 BUS 667/800 1G 2G cho PC và Laptop	4.837349	166	832.0	16600.0	2926	133	6	1	0	3	49	17	forwin68	5479	665	86	12761	76867252.35138774	11859
9811	Quạt tản nhiệt Case 8x8 Đen	4.838983	118	1100.0	15000.0	61	35	1	0	0	0	14	8	vitinhtinkhoa	9555	831	79	7184	133191400.3813889	10464
9812	Đế quạt tản nhiệt cho laptop, 2 quạt, tạo nghiêng 45 độ	4.795031	322	1000.0	140250.0	5180	195	20	9	2	2	100	49	vualaptophadong	1578	260	86	2908	84260197.72837591	23431
9813	Cáp mạng Cat6 2 đầu đúc sẵn aluminum dạng dẹt và tròn UGREEN NW102	4.930657	275	792.0	50000.0	111	249	12	1	1	0	107	84	ugreenshop	8551	604	90	4902	117123356.89838815	11774
9814	Quạt Tản Nhiệt 12V (Kích Thước Tùy Chọn)	4.77551	147	1000.0	13000.0	96	111	5	0	0	4	25	16	linhkienthanhcong	10691	1636	99	9728	62345461.65439153	2476
9815	Ram dr3 2gb bus 1333 1600 rẻ nhất thị trường, rẻ hơn mình tặng luôn	4.564103	39	504.0	55000.0	31	30	5	2	0	2	20	5	khoaihangcu	260	38	68	13740	85873363.34337592	272
