id	rating	content
1884	4	sp ok so với giá tiền. đánh giá đc........................,
1884	4	Mở ra đã xước rồi😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
1884	3	Hkdkđjgxgkxjgxgjxjgxjgxfjxjxgxjgxgjxgjxxjgxgjxjgxgjxgxgjxgjxgjxgjxgjxgjxgjxgjxggjx
1884	3	7 plus j có chân cắm tai nghe mà ốp có chỗ để cắm tai nghe :((. 
1884	2	Dùng 2 tuần tróc hết
1884	2	Giao sai mẫu
1884	1	Phần viền camera rộng nhiều với 6 plus. Chat lịch sự còn bị shop xúc phạm thật không thể hiểu nổi
1884	1	Ko biết shop này ở Trung quốc nên ko biết đọc tiếng việt hay sao mà mình mua 2 sp và ghi rỏ ràng 1 đen 1 trắng mà giao lại 2 cái màu đen. Bực mình.
1886	5	MỘT EM CADIGAN SIÊU XINH XẺO ĐÂY Ạ😅😅. ✔️ Chất liệu len Thỏ bông mịn siêu dày ấm , tay phồng không bó sát che được nhiều khuyết điểm 🌸🌸. ✔️✔️ Giá chỉ 2xx một xíu thôi nè 🌵🌵. ✔️ ẢNH THẠT KÈM VIDEO. MẪU 1m50 40kg
1886	5	Bọc hàng kĩ. Ship hàng nhanh. Giao đủ đồ mình đặt. Ốp khá xinh, mình mua hàng ở shop vài lần rồi lần nào cũng ưng nha
1886	4	Màu ko tươi như ảnh hơi tiếc xíu thoaii😢🙄. Chắc chắn, cứng cáp. Ns chung là okiaa🌷🌷🌷
1886	4	Mua nhiều lần, ốp đẹp. Có điều giao hàng hơi lâu !!!!!!!!!!!!!!
1886	3	Màu k giống hình
1886	3	Không giống hình ở camera . Không hài lòng. Màu kh đc tươi như hình 
1886	2	Màu đậm hơn trông phèn vc :(( 
1886	1	
1887	5	Ok aaaaaaaaaaaaaaaaaaaaaaassssssss
1887	5	Giao hàng nhanh. Ốp đẹp lắm nha, giá lại phải chăng. Sẽ mua ủng hộ tiếp 👍👍👍👍👍👍
1887	4	Ốp hình bị nhem không được đẹp cho lắm. Nhưng cầm dễ do có rãnh.
1887	4	Hàng đúng kiểu giá nào chất lượng như vậy luôn, mua dùng tạm thời là hợp lí và quá lười để quay fb :)
1887	3	Ốp bông hoa thừa 1 cánh là sai rồi 😕😕😕 giao hàng nhanh, cbj hàng nhanh
1887	3	Thời gian giao hàng nhanh ạ. Em mua mấy lần ở shop rồi nhưng lần này hình in hơi mờ ko rõ nét ạ. Mong những lần sau sẽ cải thiện hơn ạ
1887	2	So với giá tiền thì sản phẩm khá ổn, nhưng không đẹp như mẫu vì hình in bên trên còn mờ. Trong ảnh chắc khó nhìn thấy nhưng hình in còn bị nhòe màu và dòng chứ PEACE MINUS ONE viết sai chính tả thành MINOUS.
1887	2	Nhìn rất chi là đểu chỉ đc cái giao hàng nhanh 
1887	1	Giao hàng không đúng sản phẩm đã đặt
1887	1	Thái độ lươn lẹo làm ăn thất Đức háhhshsjkskskskksjjskskskskksk
1889	5	Ốp dẻo, và độ dày hơn ốp trong suốt mình chụp. Còn ốp ngựa vằn là ốp cứng full nhưng lại quá mỏng. Nhìn chung thì các ốp đẹp. Vẫn khuyến khích cho 5* ốp trong mỏng đeo vào máy cảm giác kh an toàn lắm. 
1889	5	Mua lần thứ n rồi giá cả rẻ dùng tốt sinh viên học sinh thoải mái đu theo nạ
1889	4	Ốp đẹp nhưng hình in hỏi bị lệnh so với khuôn và chất nhựa cứng quá :(((
1889	4	Quả ốp đi vào lòng người vl, rất dày, hình thì cũng ok, tuy nhiên nó ko đc mềm dẻo như mình mong muốn,khá cứng, so vs giá tiền này thì od shop qte chắc chắn sẽ đẹp hơn, chỉ là phải đợi lâu chút
1889	3	...
1889	3	OK 
1889	2	Lên ảnh thì như vậy thôi chứ thực sự chất lượng ốp cầm trên tay rất chán, bị nhoè mực không giống như ảnh, đây là cái thấy khá nhất trong toàn bộ hàng mình mua. Chỉ mua 1 lần ko mua lần sau!!!!
1889	2	Hình trên ốp lưng bị vỡ, nhoè
1889	1	AI MUA CÁI TRANG NÀY CẨN THẬN NHÉ . NÓ GỬI THIẾU HÀNG THÌ ẤN TRẢ HÀNG HOÀN TIỀN LUÔN Ý ĐỪNG NGHE NÓ KÊU NÓ CHUYỂN KHOẢN NÓ LỪA ĐẢO ĐÓ Ạ , MÌNH ĐỢI NGÓT THÁNG RỒI ĐEO GỬI LUÔN . GỬI THIẾU HÀNG LỪA ĐẢO CÓ TỔ CHỨC
1889	1	Ko bt có phải giao nhầm hay hết 6pl ko . Đặt ốp 6pl giao cho 8pl . Ib lại lý do bảo dùng chung cũng đc . Cũng đc nhưng tôi ko thik . Nói đến thế cx chịu r chẳng nhẽ có cái ốp cũng trả hàng
1891	5	Bao da đẹp y hình, giá rẻ giao hàng nhanh, ncl đáng mua nhé, miếng dán carbon y hình
1891	5	Chất lượng sản phẩm tuyệt vời, đóng gói sản phẩm đẹp và chắc chắn 
1891	4	Giao hàng nhanh nhưng không dán hết góc ipad. Hơi lệch
1891	4	Không ưng cho mấy...
1891	3	Miếng dán chưa chính xác lắm, tạm chấp nhận được. Đóng gói sản phẩm tạm được 
1891	3	Giao nhàm hàng
1891	2	Miếng dán nhỏ k bao đc toàn góc máy và thân máy
1891	2	
1891	1	Đóng gói tệ làm hư sản phẩm bên trong. Đánh giá 1 sao để shop chú ý và quan tâm tới sản phẩm giao tới khách.
1891	1	Dán lên máy thừa thiếu lung tung cả
1892	5	Ốp Ốp Ốp đẹp Ốp đẹp Ốp đẹp Ốp đẹp Ốp đẹp Ốp đẹp Ốp đẹp Ốp đẹp Ốp đẹp Ốp đẹp
1892	5	Giao hàng nhanh, từ nước ngoài đến HN mà chỉ mất 5 ngày thôi đó nha
1892	4	Ốp đẹp giao hàng nhanhh
1892	4	Ốp hơi bị xước chút... Tuy nhiên với số tiền đó thì hài lòng với sản phẩm
1892	3	Mua 2 ốp shop giửi đúng mẫu nhưng 1c thì shop giửi nhầm mẫu máy .chắc vận chuyển từ nước ngoài nên là hơi lâu 
1892	3	giao hàng quá lâu, là nhựa dẻo k phải da
1892	2	Mình mua 2 cái 2 màu mà shop lại giao 1 màu. K vừa ý
1892	2	
1892	1	Mua ip 11pro max Ship xs max . Đéo hiểu . 
1893	5	Đã mua hàng ở shop rất nhiều lần, lần nào cũng phải mua cỡ 3 cái ốp trở lên. Hàng đẹp, xinh xắn, xịn mịn! Sẽ ủng hộ shop thêm nữa ạ! ^^
1893	5	100 ngàn được 5 cái ốp xịn xò luôn ưng cái bụng hàng về nhanh 👍🏻👍🏻👍🏻
1893	4	Cái này thì khá là k ưng . Nhìn chán . Ọp ẹp . Màu thì k giống hình lắm ,😂😂
1893	4	Ốp nhìn k được mới
1893	3	
1893	3	Ốp thi OK  k van de nhưng cách phục vụ khách k chu đáo lần đầu như lần cuối nhe shop
1893	2	Ốp xước cũ như dùng rồi.     Mấy cái khác đều okkkkkkkkkkkkkk
1893	2	Đặt 11 thì giao X
1893	1	Giao hàng thì nhanh nhưng sản phẩm chất lượng kém mới mua đã bị mất màu , không nên mua 
1893	1	Ốp xước rất nhiều, viền keo bong tróc , k ổn tí nào
1894	5	Ốp vừa xinh vừa dễ thương :> săn flashsale đc giá rẻ nữa ❤️❤️❤️❤️
1894	5	Mình mua ốp của shop mấy lần r, ốp đẹp bền và giá cả hợp lý, ai cũng khen ốp đẹp r hỏi mua ở đâu :))
1894	4	Ốp bên ngoài lên ko bóng kính như ảnh. Ốp giống như dán decal lên vậy
1894	4	Riêng ốp này mình thấy màu ko giống ảnh. Màu ở ngoài đậm và tươi hơn, hơi hồng neon làm thấy hơi sến :((
1894	3	Ốp cool star không đẹp như hình. Những ốp khác thì đều ok
1894	3	Màu k như mong đợi . Giao hàng nhanh. Nchung là tạm được cho 3 sao.
1894	2	Ốp lưng k đẹp như hình. Y như ốp trơn màu đen thêm cái decal phong cảnh dán mặt sau. Nhìn giả trân. Với giá này mua đúng uổng tiền
1894	2	thất vọng =(((((( màu đen trắng thì shop lại giao màu xanh đen
1894	1	Không phải gương bóng như hình, chỉ là ốp nhựa dẹo. Sp ko giống ảnh
1894	1	Tởm thôi rồi
1901	5	Ốp đẹp, mịn, lên máy cầm chắc tay
1901	5	Ốp lưng đẹp và chất lắm. Mà bị một cái bị dính dơ lỗi nhỏ tạm chấp nhận 
1901	4	Ốp khá dày dặn, nhưng bọc gói kì quá, thường mỗi ốp sẽ cho vào bao nilon riêng nhưng 3 ốp đều ở trần, bao nilon cuốn quanh như hình nên ốp hơi bị xước 1 chút hơi buồn 
1901	4	Màu k đc tươi như trong hình nhưng cũng oke. Đóng gói tốt. Chất lượng phù hợp giá tiền 
1901	3	Ship quá lâu đặt hàng từ m8 mà 23 ms nhận đc !!! 
1901	3	Giao thiếu sản phẩm 😑😑😑
1901	2	Giao hàng lâu, nhầm hàng, không giải quyết vấn đề cho khách, ốp lệch camera. 
1901	2	Ốp dày chắc chắn nhưng các lỗ loa và micro không chính xác nên không dùng được. 
1901	1	Giao hàng cũng kg nhanh lắm. Ốp thì y hình. Còn mk đặt cái kính cường lực thì dở òm. Chua đụng đã vỡ😌. Thất vọng. 
1901	1	Mua ốp màu tìm hết kia lại gửi ốp silicon , mặc dù gửi sai nhưng may chất lượng ốp tạm chấp nhận đk 
1903	5	Shop giao hàng nhanh bọc hàng chắc chắn,  ốp mềm, màu đẹp, khá cute
1903	5	Chất lượng sản phẩm tuyệt vời. Shop giao đúng hàng. Rất đáng tiền.
1903	4	Miếng keo lấy ra thì bị dính. . Đóng gói cẩn thận. Ốp đẹpppppppppppppppppp
1903	4	Ốp ổn, màu hơi tái, miếng laser không bị nhăn, mình mua ốp với giá 28k, rất hợp với giá tiền
1903	3	miếng hologram bé quá không khít máyy nênn trông không đẹp với bị lệch í ạa mong shop khác phục
1903	3	Ốp xinh. .... . . . . . . . . . . . ...................
1903	2	Hình ảnh trên ốp không sắc nét. Tấm giấy phía trong ốp bị dán tem lên nên ko dùng được. Vì là hàng quốc tế nên cũng ko bõ đổi. Mong shop chú ý hơn!
1903	2	Tấm lọc bên trong không vừa với ốp, giao hàng lâu, đóng gói cẩn thận
1903	1	Đặt 2 cái mà shop giao 1 cái?? 
1903	1	Thực sự không hiểu luôn ạ:} . Miếng lót nhỏ hơn ốp thì sử dụng kiểu gì giờ*--*. Shop lừa đảooooo
1904	5	Okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
1904	5	Mình tự dán nên hơi m đẹp mấy cái góc. Nhưng chuẩn chất lượng như hình. Rẻ. Đẹp. Giao hàng nhanh. Rất ưng í 👍 👍 . 
1904	4	giao hàng nhanh. sạc ok nhưng miếng dán màn hình dán mãi mà vẫn có ko khí bên trong 
1904	4	Tạm ổn giống hình. Nhưng cách cạnh ko bám keo chắc 
1904	3	Skin apple watch dễ tróc , cường lực tốt và ppf tốt
1904	3	
1904	2	sao ko có nút home nhỉ
1904	2	Keo không ăn, lắp vào lại rơi.. Cho 2* vì chị shipper chăm chỉ ship đêm 😢
1904	1	Ốp cam lỏng gắn như không, bịt lỗ sạc thì vô nghĩa. Chuẩn bị hàng quá chậm, 2-3 ngày.
1904	1	Mình đặt XS Max và giao cho cái 7+ hay 8+ 🤔
1906	5	Sp đẹp / chất lượng . Ủng hộ shop dài dài mong có ưu đãi 🤣🤣. 🌸Có ai ở đây cuồng màu đen không ta ?🙉😂. ốp đt cho các dòng : Samsung - Oppo - Vivo - iphone - Realme - Xiaomi RedmiSp đẹp / chất lượng . Ủng hộ shop dài dài mong có ưu đãi 🤣🤣. 🌸Có ai ở đây cuồng màu đen không ta ?🙉😂. ốp đt cho các dòn
1906	5	[Góc Khoa Học Tâm Linh] #thoimiensoikiep #Part1. NHỮNG BÍ ẨN VỀ 'THÔI MIÊN SOI KIẾP' (PAST-LIFE REGRESSION) (P.1). Chả là hôm nay có một bạn inbox tám chuyện với tui 1 hồi, bạn ấy nhắc đến thôi miên soi kiếp nên tui đi tìm hiểu luôn cho nóng. Tìm hiểu xong thấy hay quá nên chia sẻ cho mấy bác lun hihi
1906	4	So tien thua 0d se duoc chuyen sang thang sau. De tra cuu hoa don dien tu va lua chon KM goi, nhan tin, Internet danh rieng cho Quy khach, vui long truy cap ung dung My Viettel tatcts hoa
1906	4	Giao hàng nhanh 
1906	3	
1906	3	
1906	2	Shop giao sai loại hàng . Mình đặt y11 shop lại giao y17 ạ.Rất mong đc giải quyết ạ .Nó rộng lắm😤😤
1906	1	Chả hiểu sao ốp lại bị khuyết 1 góc ntn mà trong khi jack tai nghe kphai k hài lòng chút nào cả 
1906	1	Mua không giống 
1909	5	Miếng ốp màu trà y như hình minh hoạ. Còn màu xanh trà thì đậm hơn. Ko giống hình lựa sp mà giống hình riêng cái ốp ấy. Bên trong có lớp lót nhung siêu thích. Ốp đẹp. Có ship nhầm loại cho mình và shop đổi lại liền ko làm khó dễ gì hết
1909	5	Ốp dày dặn, chắc chắn, cầm êm tay. Ôm khít điện thoại, bảo vệ các cạnh tốt
1909	4	Ốp màu đẹp, giao hàng lâu, hơi mùi nhựa.mong rằng dùng sau một thời gian sẽ hết
1909	4	Ốp đẹp nma có nhiều mùi sơn qué để ở ngoài mấy tiếng sẽ hết mùi nhé. 
1909	3	Giao hàng lâu. Chất liệu ốp đẹp, dẻo dày nhưng màu xanh trà thì k đẹp như trên ảnh
1909	3	Ốp bị lỗi màu đoạn góc.
1909	2	shop ghi HỒNG Camellia kèm hình, bấm đặt cái màu đó nhưng cái nhận dc màu cam mà. giống Hồng như hình chỗ nào trời 😑. 2 tông màu khác quắc lun. 
1909	2	
1909	1	
1911	5	*Chưa sử dụng nhưng mở bao bì ra thấy rất ưng ý, giống y như mô tả của shop... *Đóng gói kỹ lưỡng. *Giao hàng nhanh dù ship từ nước ngoài, đặt 9/12 giao 16/12. *Rất hài lòng với deal này! Cám ơn shop, giao nhận và Shopee đã đem tới sản phẩm hữu ích với giá cả hợp lý!
1911	5	Ốp rẻ, đẹp. Do đặt hàng từ nước ngoài nên thời gian giao hàng hơi lâu một chút nhưng khá ưng ý. 
1911	4	Ốp đẹp .mà hơi dày quá .chi tiết chuẩn .
1911	4	Ốp đẹp
1911	3	Ggvgjnjjdjxxjxjjzzjzjzhzhzhzjzjxjh  bxbdjsjsjzjjxh  b b bxjckcjcjnd
1911	3	Ốp bị xước ở trong bỏ vào mấy có  thể nhìn đk buồn 😒😒😒😒😖😌😖😖😖😖😖😖😖😩😩😩😩😩😩
1911	2	Giao sai mẫu. Về sản phẩm thì tiền nào của nấy giá rẻ nên chất lượng thấp.
1911	1	Hàng lỗi, phần silicon không full hết mặt ốp, loang lỗ
1913	5	Giao hàng nhanh chóng, đóng gói cẩn thận, có quà đi kèm, sản phẩm giống mẫu
1913	5	https://www.facebook.com/2042719492512631/posts/3273931496058085/
1913	4	Rất ok
1913	4	
1913	3	Chất lượng tạm đc
1913	3	
1913	2	Chất lượng ốp kém, bad quality. 
1913	1	Mua cùng mấy đồ nữa, đồ này quan trong nhất mà lại thiếu.
1914	5	Ốp lưng hổng có cute vô đối như ảnh minh hoạ của shop đăng. Ảnh bé gái in ra không mượt, phần da mặt nhoè , bể nét.. Công nghệ in ko sắc nét nên nhìn ốp ko đẹp như mong đợi!
1914	5	Hàng ở shop này rẻ nhiều ốp xinh. Nhưng ốp này xấu quá hic:((((((
1914	4	Ốp nhựa cứng, đẹp như hình, mua hai cái mà thấy hình bé gái in xấu hơn hình bé trai :(((((( . 
1914	4	Shop giao đủ hàng. Tuy nhiên mình đặt ốp chống sốc đen lại giao màu trắng. Cường lực cần bọc kĩ hơn vì hộp bên ngoài cũng bị móp méo 
1914	3	Ốp cô bé xinh nhưng đáng buồn quá shop gửi nhầm mua ốp chống bẩn ip 6 plus lại gửi của xsmax. Mong nhận ốp vậy mà......
1914	3	Giao sai hàng. Đặt 6s plus giao 6 thường
1914	2	Hình kia là dính chứ ko phải in lên như ảnh, ncl hơi thất vọng, săn sale nên thôi vậy
1914	2	Nói chung sản phẩm rẻ nhưng mà cái mùi hôi rất khó chịu của mực in, nên cũng ko thoải mái lắm, bạn nào mua hàng thì cần cân nhăc!
1914	1	Shop ơi sản phẩm cô bé má đỏ dùng chưa được 1 tuần đã bông hết hình in là sao? Bong hết cả ra rồi? Tôi có được đổi trả sản phẩm khác không? Chẳng lẽ sản phẩm này bảo hành có 3 hôm thôi à?
1914	1	Sp dính nước là đã bị bonh hết r. 
1917	5	Ốp đang đeo trên mình ko chụp nổi 😂😂😂 giá hơi cao nhưng cũng được giao hàng nhanh. 
1917	5	Bao da đẹp, giao hàng nhanh. Đóng gói sp cẩn thận. Sẽ ủng hộ shop lần sau.
1917	4	Shop giao hàng nhanh, đóng gói cẩn thận. Chất lượng thì tương ứng với giá tiền (tiền nào của nấy). 
1917	4	
1917	3	
1917	2	
1917	1	Mua ốp tráng gương note 10+ nhận về là khớp nối 2 mặt ốp rộng, mặt trên trờm ra ngoài, sơ sẩy cái là đè vỡ mặt đt luôn. Phản ánh lỗi do nhà sx thì shop kêu hay đt bản khác, yc đổi hoặc hoàn thì gần 1 tuần k tl và hủy yêu cầu hoàn hàng của mình. Ốp giờ vứt xó. Nản, chắc k bgio ghé đây nữa.
1917	1	Hàng đắt hơn rất nhiều lần so với các dan hàng.  khác.vậy mà sản phẩm kém.không gập mặt trước được.chất liệu mặt trước thì như nhựa.góc bên trái cũng không có nút điều chỉnh.quá tệ. 
1918	5	Đóng gói hàng chắc chắn, thời gian giao hàng khá nhanh. Ốp lưng giao đúng mẫu, dễ thương. Sẽ ủng hộ shop trong thời gian tới...
1918	5	Ốp đẹp y hình, mua sale 2k mà giao hàng siêu nhanh, 4ngay đã nhận dc hàng từ nước ngoài về, sẽ ủng hộ shop lần sau
1918	4	Ốp đẹp nhưng vì dán lệch iring nên chỉ cho shop 4 sao thôi. Đây là 1 nỗi buồn huhu
1918	4	Xịn xịn mà hàng giao lâu, quả vi deo mamg tính chất lấy xu nên không liên quan mấy ẹ =) =))
1918	3	Sp hơi lỗi ạ , k vừa vs máy của mình cho lắm :(( cứ bi chật chật . 
1918	3	Hơi thất vọng vì điện thoại a10 mà shop giao ốp m10
1918	2	Mua a71 giao a51🙃🙃🙃. https://kvtm.vn/links/invite.html?data=YnVpbGQ9bGl2ZSZldmVudElkPUlOVklURV9GUklFTkQmY291bnRyeT12biZ1c2VySWQ9NDU4MjE5MTI2Jmhhc2g9MmYwOTk4OWE2YjA3MzU3Nzc3YjBhMmRjMzk0YWM4ZWI
1918	1	Đặt hàng 3 cái ốp a31 thì giao đc 2 cái đúng còn 1 cái to đùng k đúng với loại đã đặt chả biết dùng để làm j . Thất vọng 
1918	1	Ship thiếu hàng ntin ko tl. . 
1919	5	Mình mới nhận được hàng. Giao hàng nhanh, màu sắc cũng rất xinh nữa. Tuyệt vời !
1919	5	Đã nhận được hàng nhanh như chớp. Shop tư vấn nhiệt tình ngay cả vấn đề k lq đến sp luôn. Hehe.  Thank you! 
1919	4	Màu rất xinh nhưng cảm ứng mở tắt màn hình chưa nhạy
1919	4	Đã mua hàng, sản phẩm nhám màu nhạt hơn hình , nhựa cứng ko dẽo nha.. mình hi vọng sài tốt bền , cảm ơn shop 
1919	3	
1919	2	Giao hàng lâu , shop k nhiệt tình 
1919	1	Ốp ipad đẹp. Kính cường lực shop gói trong bìa thùng giấy nhưng vẫn bể góc gần nút home. Shop cho chọn gửi trả hoặc hỗ trợ 20k( giá kính 49k). Mình chọn hỗ trợ 20k vì ko có thời gian đi gửi trả. Phản hồi từ 25/12 đến nay 5/1 vẫn chưa nhận được hỗ trợ. 😁
1919	1	Nhận được hàng thì cường lực nức vậy rồi sao dán, làm ăn gì vậy
1922	5	Giao hàng nhanh. Đóng góp cẩn thận. Rất đáng tiền. Sẽ tiếp tục ủng hộ shop nữa 
1922	5	Giao hàng nhanh đúng mẫu chất lượng ổnnnnnnnnnnnnnnnnnnnnn
1922	4	Hàng siu xịn với xink 
1922	4	Ốp lưng đẹp nhưng bị rộng so với điện thoại của mình 
1922	3	
1922	3	
1922	2	25k mà còn chất hơn 40k
1922	2	Ốp không đúng màu khi nhận
1922	1	Đã dặn shop 2 màu khác nhau, shop đưa cho 2 cái y chang. Ai rảnh mua 2 cái giống hệt nhau làm gì?
1922	1	Kém chất lượng khuyên ae đừng mua 
1925	5	Chất lượng sản phẩm tốt, mẫu mã đẹp, đóng gói cẩn thận, giao hàng nhanh, cảm ơn shop.
1925	5	Mua shop này hoài,giá rẻ,hàng chât lượng đặt biêt đóng gói siêu siêu có tâm 😂
1925	4	Ốp lần này cái phần nhô ra chống sốc ko bằng lần trc mình mua, lần này nó nhô ra có chút éc à. Hơi buồn chút
1925	4	Cái 11 chưa kịp lắp nhưng cái 8+ chỗ cắm sạc có vấn đề lắp toàn tự bật ra mà không có bọc, để tơ hơ mình sợ ố 
1925	3	Ốp đẹp. Nhưng sài ko đc. Ngắn hơn máy
1925	3	kong không hộp có phụ kiện thường khác loại có hộp!
1925	2	Ốp mới mà trầy xước nhìn cũ cũ, đóng gói thì ok nhưng mà ốp xước quá nhìn như xài 80 năm rồi vậy 😀
1925	2	Giao hàng tương đối nhanh, đặt 7/8 thì lại gửi loại gì đây? Ko vừa thì dùng kiểu gì ko biết. Dù là săn sale thì shop cũng đc cái số lương. Kèm theo phải chất lượng
1925	1	Vì là săn sale đc 1k nên nhận được như nào cũng vui hết vẫn sẽ đánh giá shop 5 sao . Nhưng do shop giao thiếu sản phẩm cho mình . Mình nt shop k chịu rep tn . Nên mình phải đánh giá shop 1 sao vì thái độ cskh kém quá. 
1925	1	-Chụp ảnh chốt đơn thì đầy đủ như này, nhưng giao lại thiếu hàng. Nhắn tin shop hỏi thì ko thả lời. -Bình thường Hà Nội -> Vĩnh Phúc 1-2 ngày là cùng đây giao hàng 4-5 ngày. - chỉ đc cái lúc đặt hàng cho xem ảnh cuẩn bị đẹp đầy đủ hàng, rõ yên tâm, lúc nhận đã ko đủ hàng thì chớ, nhắn tin ko tl
1926	5	Ốp cực đẹp . Hình như đã mua hàng lần t2 . Rất hài lòng . Giao hàng cũng cực kì nhanh . Có lớp nhung bên trong không phải hàng giảm đâu 
1926	5	Sản phẩm của shop rất đẹp và chất lượng ạ. Sẽ ủng hộ shop tiếp tục ạ
1926	4	Giao hàng hơi lâu xíu, cơ mà ốp đẹp
1926	4	Shop giao thiếu hàng tới 2 lần @@ đc cái đã back tiền lại cho Kh
1926	3	Mua 4 ốp có 1 ốp ko hài lòng lắm. 1. Phía trong bị dơ. 2 bề mặt sau hơi bị sần phồng nhẹ vài chỗ. 3. Nút khoá màn như bị rớt miếng đệm nên bấm cảm giác bị rỗng.. Giao hàng khá nhanh từ bắc vào nam
1926	3	Huhuhu tsao lại là tím này :(( mình k hiểu nổi màu tím là màu này luôn ý
1926	2	Trên ảnh sản phẩm k có màu purple thế mà phân loại hàng mua lại có tạo sự hiểu nhầm dẫn đến bị đặt sai màu mình muốn :) 
1926	2	Đặt 1 màu gửi 1 màu. Gửi thiếu sp
1926	1	mua ốp ip6 plus thì gửi ôp 8plus. mua ốp ip7 thì gửi ốp ip8. 
1926	1	Giao hàng thiếu tận 2 ốp lưng và cường lực bị mẻ. Nút home thì dán ko dính. Quãi
1927	5	Hdwjjsbdbdhshshhshdauabxbalxbaianxbjwnzbxbdxbzbzbxbx
1927	5	Chất lượng sản phẩm tuyệt vời, giao hàng nhanh, đóng gói sản phẩm rất đẹp .. 
1927	4	Đóng gói sản phẩm xứng đáng 100 sao mà chất lượng chỉ đáng 2 sao, dù cho mình có cố gắng ấn 4 bề của ốp vào iPad thì nó vẫn nhất quyết ko chịu ôm khít vào iPad của mình. Kích thước ốp bị bé hơn so với iPad. Tuy nhiên bạn chủ shop thân thiện, tư vấn nhiệt tình nên mình vẫn tặng shop 4 sao khích lệ
1927	4	Sản phẩm y hình. Đóng gói sản phẩm cẩn thận. Thời gian giao hàng tầm 3 ngày
1927	3	Shop giao mẫu ko khớp với máy, phím âm lượng bị chệch, hoàn toàn ko xài được. . Shop chấp nhận cho mình trả hàng hoàn tiền, nên mình cho 3 sao, đang lúc dịch bệnh nên mình ko thể thao tác trả hàng được nên coi như mình cúng chùa 63k. . Shop làm ơn có tâm một chút trong việc giao hàng cho khách nhé. 
1927	3	
1927	2	sản phẩm bị hở vị trí sạc lỏng ko ôm vừa ipad- giao hàng khá nhanh
1927	1	Giao hàng sai,trả hàng mấy ngày rồi vẫn không bấm xác nhận, nhắn tin không trả lời.. đừng mua hàng bên shop này
1927	1	Sản phẩm tốt , chất lượng , đúng như miêu tả. Sẽ ủng hộ nhiều hơn 👍👍👍
1928	5	Ốp đẹp, cứng cáp nhưng hàng quốc tế nên giao hơi lâuuuuuuuuuu
1928	5	okk _______________________________________________
1928	4	Ốp có 1 vài chỗ bị trầy
1928	4	Ốp chỗ nút nguồn với âm thanh hơi ledchj tí nhưng mà ốp oce
1928	3	giao hàng bọc cẩn thận chắc chắn. Tuy nhiên sản phẩm cứng và ko được ưng ý lắm so với giá tiền. Nhưng thôi sản phẩm dùng phòng nên cũng ko care lắm
1928	3	Bị mất cái nút bấm tắt âm lượng
1928	2	Giao không đúng sản phẩm. Nt shop không trả lời.. Not correct item. Shop no reply
1928	2	
1928	1	Giao thiếu 1 sản phẩm 
1928	1	Khi nhận được hàng mất 2 nút âm lượng.. Không hài lòng về sản phẩm cho lắm
1929	5	Ốp đẹp, siêu xinh luôn! Mình mua 3 ốp cái nào cũng okela mà giá hợp lý, vì shop phải cbi hàng nên thời gian chuẩn bị không vấn đề, nhưng khi giao hàng thì lại nhanh lắm luôn!. Nếu có dịp sẽ quay lại ủng hộ shop 👏
1929	5	ốp siêu siêu dễ thương, chất lượng tốt hơn so với giá. Nói chung chất lượng cực kì, sẽ mua lại lần 2 
1929	4	Ổn, giao nhầm máy, yêu cầu hoàn tiền nhưng chưa có tiền hoàn lại
1929	4	Hàng ưng.phù hợp vs giá tiền ạ
1929	3	Shop giao nhầm sp nhé :)))). Mình đặt 5 ốp nhưng giao chỉ có 4 ốp và có ốp ko đúng mẫu mình chọn. Nhưng những ốp khác thì chất lượng vẫn ok. 
1929	3	Ốp so với giá như vậy thì rất ok ạ, đáng lẽ e cho shop 5 sao lận nma shop giao lộn mẫu cho e nên e giảm còn 4 sao, nma sau hôm nhận hàng e phải kt hóa nên e hong đc dui e hơi hoảng loạn nên e cho 3 sao ạ 😀
1929	2	Shop giao đúng màu đúng mẫu mà mk mua flashsale. 2 ốp thì shop giao có 1 ốp . K hài lòng lắm 
1929	2	
1929	1	Ốp giao 2 cái thì 1 cái rất thích rất ưng. Một cáu không như ý chán thực sự 
1929	1	
1931	5	Ok đẹp mua sale nên rẻ cảm thấy hài lòng với sản phẩm này đó. Cả nhà nên mua
1931	5	Shop giao hàng đúng loại đã đặt . . Bên vận chuyển giao hàng tốt.
1931	4	Chất lượng tốt . Giao hàng tận nơi hơi lâu. giá rẻ ok hợp lý
1931	4	Xinh ạ. Hơi bị cộm chút nhưng với giá như vậy là ok. Cũng k giống hình lắm. Thanks
1931	3	ốp lưng thiếu mất một góc. không biết có âm mưu gì hay không mà chất lượng thì có vẻ khó ưng ý
1931	3	Ko ôm vào camera, camera vẫn lồi lên dễ sước................................
1931	2	Rộng hơn, k khớp với máy shop nên khắc phục ùhvjchchchctdjvnwig
1931	2	
1931	1	Hàng giao về chưa dùng đã thấy vết xước. Nút bấm in sai vị trí. Giao hàng lâu. Không nên mua
1931	1	Hàng xấu xước sai mẫu. Xfgnjhhgffccccccccccccccfcccccccccc
